[51.7392660, -1.2076090],
[51.7391730, -1.2064050],
[51.7391990, -1.2063870],
[51.7391620, -1.2064000],
[51.7391400, -1.2064370],
[51.7391380, -1.2065290],
[51.7391300, -1.2066300],
[51.7391350, -1.2067060],
[51.7391520, -1.2067650],
[51.7391620, -1.2068230],
[51.7391720, -1.2068760],
[51.7391830, -1.2069240],
[51.7391940, -1.2069660],
[51.7392050, -1.2070090],
[51.7392160, -1.2070530],
[51.7392300, -1.2070980],
[51.7392440, -1.2071450],
[51.7392600, -1.2071890],
[51.7392730, -1.2072410],
[51.7392860, -1.2072920],
[51.7393000, -1.2073410],
[51.7393130, -1.2073900],
[51.7393230, -1.2074390],
[51.7393310, -1.2074890],
[51.7393370, -1.2075420],
[51.7393420, -1.2075910],
[51.7393430, -1.2076400],
[51.7393450, -1.2076890],
[51.7393490, -1.2077380],
[51.7393540, -1.2077840],
[51.7393620, -1.2078320],
[51.7393730, -1.2078820],
[51.7393850, -1.2079340],
[51.7393950, -1.2079890],
[51.7394090, -1.2080440],
[51.7394210, -1.2080960],
[51.7394260, -1.2081510],
[51.7394320, -1.2082020],
[51.7394380, -1.2082540],
[51.7394420, -1.2083090],
[51.7394480, -1.2083630],
[51.7394570, -1.2084120],
[51.7394630, -1.2084640],
[51.7394630, -1.2085140],
[51.7394640, -1.2085610],
[51.7394620, -1.2086120],
[51.7394750, -1.2086600],
[51.7394970, -1.2087090],
[51.7395090, -1.2087580],
[51.7395160, -1.2088060],
[51.7395190, -1.2088580],
[51.7395210, -1.2089110],
[51.7395220, -1.2089620],
[51.7395250, -1.2090120],
[51.7395310, -1.2090560],
[51.7395380, -1.2091420],
[51.7395470, -1.2092330],
[51.7395560, -1.2092800],
[51.7395700, -1.2093290],
[51.7395820, -1.2093760],
[51.7395910, -1.2094270],
[51.7396030, -1.2094770],
[51.7396150, -1.2095270],
[51.7396290, -1.2095770],
[51.7396400, -1.2096270],
[51.7396530, -1.2096760],
[51.7396690, -1.2097250],
[51.7396850, -1.2097710],
[51.7396990, -1.2098190],
[51.7397100, -1.2098710],
[51.7397250, -1.2099240],
[51.7397410, -1.2099770],
[51.7397580, -1.2100290],
[51.7397770, -1.2100780],
[51.7398000, -1.2101240],
[51.7398230, -1.2101660],
[51.7398460, -1.2102130],
[51.7398720, -1.2102590],
[51.7398940, -1.2103090],
[51.7399130, -1.2103600],
[51.7399300, -1.2104130],
[51.7399470, -1.2104680],
[51.7399620, -1.2105240],
[51.7399750, -1.2105820],
[51.7399880, -1.2106410],
[51.7399980, -1.2106980],
[51.7400110, -1.2107540],
[51.7400210, -1.2108150],
[51.7400310, -1.2108750],
[51.7400430, -1.2109370],
[51.7400510, -1.2109930],
[51.7400580, -1.2110450],
[51.7400670, -1.2111000],
[51.7400770, -1.2111540],
[51.7400910, -1.2112030],
[51.7401080, -1.2112480],
[51.7401200, -1.2112980],
[51.7401290, -1.2113480],
[51.7401350, -1.2114010],
