[51.4551660, -2.5919630],
[51.4551570, -2.5919970],
[51.4551760, -2.5919690],
[51.4551530, -2.5919960],
[51.4551730, -2.5920550],
[51.4551630, -2.5921120],
[51.4551390, -2.5921360],
[51.4551600, -2.5921020],
[51.4551830, -2.5920810],
[51.4552000, -2.5921160],
[51.4551870, -2.5921570],
[51.4551600, -2.5921570],
[51.4551610, -2.5921120],
[51.4551380, -2.5921400],
[51.4551590, -2.5920890],
[51.4551680, -2.5920460],
[51.4551520, -2.5920010],
[51.4551510, -2.5920520],
[51.4551280, -2.5921100],
[51.4551070, -2.5921770],
[51.4550860, -2.5922450],
[51.4550630, -2.5922950],
[51.4550130, -2.5923070],
[51.4549830, -2.5922870],
[51.4549910, -2.5922370],
[51.4550240, -2.5922090],
[51.4550560, -2.5922080],
[51.4550870, -2.5922100],
[51.4551100, -2.5922500],
[51.4550910, -2.5923000],
[51.4550490, -2.5923600],
[51.4550200, -2.5923880],
[51.4549850, -2.5924140],
[51.4549470, -2.5924350],
[51.4549070, -2.5924480],
[51.4548710, -2.5924590],
[51.4548350, -2.5924610],
[51.4548020, -2.5924590],
[51.4547740, -2.5924450],
[51.4547260, -2.5924180],
[51.4546890, -2.5923810],
[51.4546730, -2.5923400],
[51.4546630, -2.5922940],
[51.4546490, -2.5922460],
[51.4546280, -2.5921900],
[51.4546000, -2.5921340],
[51.4545660, -2.5920710],
[51.4545430, -2.5919980],
[51.4545190, -2.5919340],
[51.4545100, -2.5918850],
[51.4544760, -2.5918740],
[51.4544470, -2.5919120],
[51.4544260, -2.5919540],
[51.4543990, -2.5919870],
[51.4543950, -2.5920400],
[51.4544280, -2.5920530],
[51.4544610, -2.5920570],
[51.4544820, -2.5920290],
[51.4544950, -2.5919720],
[51.4545250, -2.5919520],
[51.4545520, -2.5919420],
[51.4542640, -2.5917610],
[51.4542400, -2.5917290],
[51.4542080, -2.5917010],
[51.4541770, -2.5917450],
[51.4541700, -2.5917930],
[51.4542070, -2.5918000],
[51.4542310, -2.5917570],
[51.4542080, -2.5917340],
[51.4541620, -2.5917940],
[51.4541420, -2.5918320],
[51.4541240, -2.5918900],
[51.4541370, -2.5919320],
[51.4541640, -2.5919480],
[51.4541480, -2.5920460],
[51.4541340, -2.5921080],
[51.4541170, -2.5921620],
