[51.7389920, -1.2068910],
[51.7388600, -1.2069600],
[51.7388250, -1.2071380],
[51.7386640, -1.2072830],
[51.7385290, -1.2074600],
[51.7383740, -1.2075380],
[51.7382770, -1.2076130],
[51.7382480, -1.2076290],
[51.7381310, -1.2077130],
[51.7381030, -1.2077450],
[51.7380170, -1.2078270],
[51.7379050, -1.2079290],
[51.7378780, -1.2079540],
[51.7377200, -1.2081020],
[51.7375620, -1.2082890],
[51.7373840, -1.2083720],
[51.7373640, -1.2083850],
[51.7371890, -1.2084950],
[51.7371670, -1.2085130],
[51.7370040, -1.2086420],
[51.7368450, -1.2087720],
[51.7368150, -1.2087950],
[51.7366450, -1.2088950],
[51.7365230, -1.2089970],
[51.7364890, -1.2090210],
[51.7362950, -1.2091490],
[51.7362660, -1.2091740],
[51.7361220, -1.2092820],
[51.7361070, -1.2092860],
[51.7359170, -1.2094130],
[51.7358760, -1.2094360],
[51.7356910, -1.2095470],
[51.7355810, -1.2095920],
[51.7355580, -1.2096010],
[51.7353830, -1.2096980],
[51.7353400, -1.2097280],
[51.7352880, -1.2097650],
[51.7351070, -1.2099040],
[51.7349820, -1.2099930],
[51.7349520, -1.2100100],
[51.7347580, -1.2101370],
[51.7345690, -1.2102580],
[51.7344540, -1.2102900],
[51.7344110, -1.2103050],
[51.7343630, -1.2105080],
[51.7343420, -1.2105290],
[51.7343650, -1.2106500],
[51.7343730, -1.2106860],
[51.7344410, -1.2109750],
[51.7345300, -1.2112830],
[51.7346030, -1.2115860],
[51.7345560, -1.2118640],
[51.7345380, -1.2118980],
[51.7344140, -1.2120240],
[51.7343870, -1.2120500],
[51.7343420, -1.2120880],
[51.7343000, -1.2121380],
[51.7341290, -1.2123230],
[51.7341080, -1.2123450],
[51.7340750, -1.2123670],
[51.7340130, -1.2124220],
[51.7339610, -1.2124640],
[51.7338410, -1.2125730],
[51.7338130, -1.2125970],
[51.7337360, -1.2126770],
[51.7336780, -1.2127410],
[51.7336280, -1.2128070],
[51.7335440, -1.2128910],
[51.7334350, -1.2130000],
[51.7333090, -1.2132450],
[51.7331830, -1.2135110],
[51.7331150, -1.2137950],
[51.7330400, -1.2140770],
[51.7328760, -1.2142740],
[51.7328330, -1.2143390],
[51.7329680, -1.2145750],
[51.7329980, -1.2148770],
[51.7330160, -1.2152000],
[51.7330210, -1.2155380],
[51.7329930, -1.2158350],
[51.7329330, -1.2161230],
[51.7329210, -1.2164230],
[51.7329110, -1.2166770],
[51.7329200, -1.2167320],
[51.7328860, -1.2170260],
[51.7328290, -1.2173040],
[51.7328200, -1.2173530],
[51.7328030, -1.2174430],
[51.7327300, -1.2177200],
[51.7326360, -1.2180140],
[51.7325620, -1.2183240],
[51.7326270, -1.2186210],
[51.7326400, -1.2188300],
[51.7326500, -1.2188820],
[51.7326530, -1.2191890],
[51.7326320, -1.2192290],
[51.7326260, -1.2192740],
[51.7326630, -1.2194220],
[51.7326830, -1.2194640],
[51.7327010, -1.2197580],
[51.7326940, -1.2200430],
[51.7326830, -1.2201440],
[51.7326680, -1.2204370],
[51.7326670, -1.2206770],
[51.7326670, -1.2207270],
[51.7326740, -1.2208230],
[51.7326830, -1.2211180],
[51.7326900, -1.2214180],
[51.7327040, -1.2214710],
[51.7327140, -1.2215230],
[51.7327490, -1.2218130],
[51.7327500, -1.2220010],
[51.7327520, -1.2220970],
[51.7327600, -1.2223870],
[51.7327510, -1.2224340],
[51.7326800, -1.2227620],
[51.7326870, -1.2230970],
[51.7326850, -1.2231440],
[51.7326850, -1.2231890],
[51.7326720, -1.2232850],
[51.7326930, -1.2235810],
[51.7326940, -1.2236850],
[51.7326960, -1.2237370],
[51.7327070, -1.2239360],
[51.7327080, -1.2239860],
[51.7327220, -1.2241820],
[51.7327250, -1.2242350],
[51.7327420, -1.2244380],
[51.7327530, -1.2247330],
[51.7327720, -1.2248790],
[51.7327670, -1.2249320],
[51.7327590, -1.2252160],
[51.7327570, -1.2252690],
[51.7327830, -1.2254610],
[51.7327870, -1.2255130],
[51.7327690, -1.2257060],
[51.7327750, -1.2260070],
[51.7327790, -1.2260610],
[51.7327980, -1.2263600],
[51.7328230, -1.2266560],
[51.7329140, -1.2268970],
[51.7329570, -1.2271910],
[51.7329690, -1.2274950],
[51.7329900, -1.2277990],
[51.7329920, -1.2278890],
[51.7329940, -1.2281990],
[51.7329940, -1.2283470],
[51.7329240, -1.2285990],
[51.7329270, -1.2288440],
[51.7329490, -1.2288840],
[51.7330210, -1.2290590],
[51.7330380, -1.2290980],
[51.7331370, -1.2293540],
[51.7331480, -1.2294000],
[51.7331590, -1.2294440],
[51.7331780, -1.2295340],
[51.7332040, -1.2298290],
[51.7332070, -1.2298770],
[51.7332080, -1.2299720],
[51.7332070, -1.2301170],
[51.7332080, -1.2304130],
[51.7331960, -1.2306470],
[51.7332040, -1.2306970],
[51.7332240, -1.2307880],
[51.7332340, -1.2309790],
[51.7332390, -1.2310680],
[51.7332210, -1.2313620],
[51.7330890, -1.2315910],
[51.7330090, -1.2318640],
[51.7329640, -1.2321530],
[51.7329600, -1.2324380],
[51.7329400, -1.2325450],
[51.7329190, -1.2326530],
[51.7328620, -1.2328530],
[51.7327990, -1.2331850],
[51.7327730, -1.2333420],
[51.7327680, -1.2333920],
[51.7327370, -1.2336850],
[51.7327320, -1.2337330],
[51.7327300, -1.2337830],
[51.7326730, -1.2340820],
[51.7326510, -1.2341580],
