[51.7394390, -1.2063890],
[51.7393210, -1.2067890],
[51.7391880, -1.2067990],
[51.7390050, -1.2069790],
[51.7389760, -1.2070130],
[51.7387980, -1.2071600],
[51.7387380, -1.2072040],
[51.7386420, -1.2072790],
[51.7385820, -1.2073200],
[51.7384680, -1.2074200],
[51.7384400, -1.2074620],
[51.7382580, -1.2076100],
[51.7380810, -1.2077240],
[51.7382200, -1.2075920],
[51.7382550, -1.2075680],
[51.7383910, -1.2074710],
[51.7385620, -1.2073510],
[51.7385960, -1.2073270],
[51.7386320, -1.2073000],
[51.7386990, -1.2072460],
[51.7388620, -1.2071070],
[51.7389210, -1.2070600],
[51.7389500, -1.2070310],
[51.7391280, -1.2068770],
[51.7391570, -1.2068500],
[51.7392110, -1.2067970],
[51.7393290, -1.2067250],
[51.7393820, -1.2066880],
[51.7394930, -1.2066020],
[51.7393620, -1.2066580],
[51.7393520, -1.2066650],
[51.7392820, -1.2067300],
[51.7392550, -1.2067420],
[51.7390830, -1.2069010],
[51.7389220, -1.2070390],
[51.7387310, -1.2071690],
[51.7386990, -1.2071960],
[51.7385160, -1.2073580],
[51.7383420, -1.2075160],
[51.7382540, -1.2075930],
[51.7381920, -1.2076350],
[51.7380720, -1.2077330],
[51.7380160, -1.2077680],
[51.7379360, -1.2078110],
[51.7377500, -1.2079480],
[51.7375910, -1.2081030],
[51.7373960, -1.2082200],
[51.7372190, -1.2083470],
[51.7370370, -1.2085100],
[51.7368720, -1.2086460],
[51.7367010, -1.2087860],
[51.7365090, -1.2089190],
[51.7363240, -1.2090560],
[51.7362960, -1.2090800],
[51.7362670, -1.2090990],
[51.7361830, -1.2091570],
[51.7360810, -1.2092510],
[51.7359430, -1.2093880],
[51.7359170, -1.2094090],
[51.7358320, -1.2094750],
[51.7357450, -1.2095500],
[51.7356870, -1.2095900],
[51.7355040, -1.2097120],
[51.7353260, -1.2098330],
[51.7352980, -1.2098540],
[51.7352290, -1.2098830],
[51.7351000, -1.2099800],
[51.7350710, -1.2100060],
[51.7349040, -1.2101720],
[51.7348730, -1.2101840],
[51.7348420, -1.2101980],
[51.7346700, -1.2103320],
[51.7346440, -1.2103540],
[51.7345920, -1.2103970],
[51.7344140, -1.2105160],
[51.7343490, -1.2107980],
[51.7343420, -1.2108100],
