[51.7391260, -1.2064410],
[51.7392900, -1.2063490],
[51.7394670, -1.2063800],
[51.7396280, -1.2061990],
[51.7398160, -1.2060830],
[51.7399300, -1.2059920],
[51.7399660, -1.2059600],
[51.7400740, -1.2058610],
[51.7402530, -1.2056800],
[51.7403930, -1.2055440],
[51.7404270, -1.2055080],
[51.7405930, -1.2053190],
[51.7406260, -1.2052850],
[51.7407870, -1.2051080],
[51.7409180, -1.2049680],
[51.7409520, -1.2049330],
[51.7410220, -1.2048660],
[51.7410880, -1.2047970],
[51.7411580, -1.2047210],
[51.7412240, -1.2046510],
[51.7413250, -1.2045500],
[51.7414800, -1.2044050],
[51.7415110, -1.2043720],
[51.7416530, -1.2041920],
[51.7416790, -1.2041600],
[51.7418540, -1.2039580],
[51.7419200, -1.2038860],
[51.7419510, -1.2038440],
[51.7421160, -1.2036510],
[51.7421870, -1.2035810],
[51.7422210, -1.2035480],
[51.7423610, -1.2034170],
[51.7423980, -1.2033770],
[51.7425820, -1.2032370],
[51.7426180, -1.2032060],
[51.7427860, -1.2030630],
[51.7429410, -1.2029100],
[51.7429630, -1.2028770],
[51.7434340, -1.2024240],
[51.7432500, -1.2025870],
[51.7432050, -1.2026360],
[51.7431210, -1.2027420],
[51.7429540, -1.2029170],
[51.7427800, -1.2031320],
[51.7426250, -1.2032810],
[51.7425480, -1.2033500],
[51.7425120, -1.2033880],
[51.7423580, -1.2035600],
[51.7422080, -1.2037190],
[51.7420290, -1.2039110],
[51.7418800, -1.2040560],
[51.7418400, -1.2040940],
[51.7417020, -1.2042490],
[51.7416690, -1.2042870],
[51.7414900, -1.2044470],
[51.7413450, -1.2045880],
[51.7411520, -1.2047790],
[51.7409650, -1.2049460],
[51.7407920, -1.2051290],
[51.7407270, -1.2052050],
[51.7406930, -1.2052410],
[51.7405160, -1.2054180],
[51.7404850, -1.2054540],
[51.7404570, -1.2054950],
[51.7403160, -1.2056440],
[51.7402820, -1.2056770],
[51.7402330, -1.2057280],
[51.7394430, -1.2063790],
[51.7394550, -1.2063490],
[51.7396050, -1.2061880],
[51.7396810, -1.2061360],
[51.7397560, -1.2060750],
[51.7398730, -1.2059840],
[51.7400280, -1.2058460],
[51.7401010, -1.2057740],
[51.7401360, -1.2057370],
[51.7403100, -1.2055670],
[51.7404910, -1.2053950],
[51.7405250, -1.2053530],
[51.7405610, -1.2053180],
[51.7406990, -1.2051660],
[51.7408330, -1.2050250],
[51.7408660, -1.2049940],
[51.7410260, -1.2048160],
[51.7411890, -1.2046360],
[51.7412240, -1.2046050],
[51.7412570, -1.2045700],
[51.7413860, -1.2044260],
[51.7415470, -1.2042770],
[51.7416420, -1.2041940],
[51.7416680, -1.2041670],
[51.7418260, -1.2039810],
[51.7419990, -1.2038060],
[51.7420360, -1.2037660],
[51.7421350, -1.2036560],
[51.7422350, -1.2035540],
[51.7424030, -1.2033770],
[51.7424370, -1.2033430],
[51.7426050, -1.2031900],
[51.7427380, -1.2030870],
[51.7434310, -1.2024380],
[51.7433160, -1.2025390],
[51.7432800, -1.2025730],
[51.7431010, -1.2027740],
[51.7429940, -1.2028800],
[51.7429600, -1.2029130],
[51.7427890, -1.2031010],
[51.7426860, -1.2032040],
[51.7426520, -1.2032460],
[51.7424740, -1.2034330],
[51.7424010, -1.2035090],
[51.7423650, -1.2035470],
[51.7421890, -1.2037260],
[51.7420110, -1.2039130],
[51.7419080, -1.2040150],
[51.7418400, -1.2040830],
[51.7417030, -1.2042200],
[51.7415390, -1.2043800],
[51.7413720, -1.2045360],
[51.7413410, -1.2045710],
[51.7412440, -1.2046750],
[51.7410770, -1.2048410],
[51.7409030, -1.2050050],
[51.7407380, -1.2051610],
[51.7405730, -1.2053280],
[51.7404750, -1.2054230],
[51.7404410, -1.2054560],
[51.7403730, -1.2055190],
[51.7402470, -1.2056570],
[51.7402130, -1.2056940],
[51.7400370, -1.2058500],
[51.7398570, -1.2060120],
[51.7397920, -1.2060790],
[51.7394780, -1.2062900],
[51.7396780, -1.2061420],
[51.7398700, -1.2059970],
[51.7399050, -1.2059660],
[51.7399420, -1.2059310],
[51.7400170, -1.2058570],
[51.7400890, -1.2057810],
[51.7401960, -1.2056680],
[51.7403390, -1.2055140],
[51.7403740, -1.2054750],
[51.7404450, -1.2054010],
[51.7406190, -1.2052370],
[51.7407260, -1.2051330],
[51.7408930, -1.2049500],
[51.7410390, -1.2048050],
[51.7411470, -1.2046990],
[51.7412510, -1.2045860],
[51.7414220, -1.2044090],
[51.7414610, -1.2043740],
[51.7414950, -1.2043410],
[51.7415570, -1.2042680],
[51.7420530, -1.2038120],
[51.7420410, -1.2038290],
[51.7419660, -1.2039170],
[51.7418880, -1.2040040],
[51.7418070, -1.2040840],
[51.7417270, -1.2041640],
[51.7415640, -1.2043280],
[51.7415150, -1.2043710],
[51.7414730, -1.2044130],
[51.7413400, -1.2045480],
[51.7411620, -1.2047220],
[51.7409990, -1.2049010],
[51.7409600, -1.2049470],
[51.7409200, -1.2049880],
[51.7408430, -1.2050640],
[51.7406920, -1.2052250],
[51.7406530, -1.2052670],
[51.7404610, -1.2054580],
[51.7402960, -1.2056170],
[51.7401190, -1.2057970],
[51.7396190, -1.2084240],
[51.7396530, -1.2086900],
[51.7396600, -1.2087340],
[51.7397120, -1.2090360],
[51.7397300, -1.2091220],
[51.7397470, -1.2091670],
[51.7398250, -1.2094690],
[51.7398760, -1.2097790],
[51.7399330, -1.2100840],
[51.7399440, -1.2101300],
[51.7399970, -1.2104620],
[51.7400460, -1.2107090],
[51.7400570, -1.2107590],
[51.7401280, -1.2110350],
[51.7401460, -1.2113330],
